event_id,user_id,event_ts,event_name,platform,device_type,os,app_version,channel,campaign,page,product_hint,city,country
88002c49-8f48-475c-8977-8b397a32903e,U0003,2025-08-07T19:23:03,page_view,web,laptop,Windows,,direct,none,quote_submit,Motor,Auckland,NZ
47d693ec-e1e9-4538-84eb-8f19c2f562d1,U0003,2025-08-07T19:25:44,quote_start,web,laptop,Windows,,direct,none,home,Motor,Auckland,NZ
5ddc7473-fe77-40b1-ac6d-0dd648675782,U0003,2025-08-07T19:26:37,quote_details,web,laptop,Windows,,direct,none,quote_submit,Motor,Auckland,NZ
8bdf9c87-1105-442a-bbaf-c1d4d4e18868,U0003,2025-08-07T19:28:31,quote_submit,web,laptop,Windows,,direct,none,checkout,Motor,Auckland,NZ
beebaf5b-c140-4194-bd48-fb15465208fa,U0003,2025-08-11T20:29:00,page_view,web,desktop,Linux,,paid_search,none,account,Motor,Wellington,NZ
f73e7eba-cf87-47e7-ba3a-4588f4f023f3,U0003,2025-08-11T20:30:39,page_view,web,desktop,Linux,,paid_search,none,account,Motor,Wellington,NZ
a8fdcb71-4439-4760-8dee-4089d6562d21,U0003,2025-08-11T20:34:40,quote_start,web,desktop,Linux,,paid_search,none,home,Motor,Wellington,NZ
dea3b28e-87ba-43b4-9109-0b2bc771d897,U0003,2025-08-11T20:37:48,quote_details,web,desktop,Linux,,paid_search,none,account,Home,Wellington,NZ
6d954237-0ef3-4d36-8c8b-d8439109dcb1,U0003,2025-08-11T20:42:08,login,web,desktop,Linux,,paid_search,none,quote_submit,Motor,Wellington,NZ
8eb401d4-1c5a-4704-a944-7a203b680acd,U0003,2025-08-11T20:44:36,page_view,web,desktop,Linux,,paid_search,none,quote_submit,Home,Wellington,NZ
1d667edc-17aa-4f29-a2bc-f6b957b87f6a,U0003,2025-08-11T20:46:45,login,web,desktop,Linux,,paid_search,none,support,Contents,Wellington,NZ
b70c41c1-4457-4c4a-bc56-86f9d8a24cf1,U0005,2025-07-17T14:40:51,app_open,app,phone,Android,2.9.3,push,retargeting,quote_details,Contents,Dunedin,NZ
da4f348c-5400-4518-88c2-71d2e885e42a,U0005,2025-07-17T14:42:36,page_view,app,phone,Android,2.9.3,push,retargeting,quote_submit,Motor,Dunedin,NZ
2ab2f39b-5c71-4521-9d8e-cc752a7c0779,U0005,2025-07-18T07:34:42,app_open,app,phone,Android,2.9.3,direct,none,quote_submit,Motor,Dunedin,NZ
a2c6a37d-f107-4237-aa4d-00e5fcb4be16,U0005,2025-07-18T07:39:20,page_view,app,phone,Android,2.9.3,direct,none,quote_submit,Motor,Dunedin,NZ
fa7be2d1-11cb-450b-8109-3d821fd16ad4,U0005,2025-07-18T07:41:36,page_view,app,phone,Android,2.9.3,direct,none,quote_details,Home,Dunedin,NZ
5a54578c-e08e-4ada-8e84-f003e3f39704,U0005,2025-07-18T07:42:10,page_view,app,phone,Android,2.9.3,direct,none,quote_submit,Motor,Dunedin,NZ
fdd56e99-4bda-4a2a-be20-e490861fc9f1,U0005,2025-07-19T07:32:32,page_view,web,desktop,macOS,,social,none,quote_submit,Motor,Tauranga,NZ
ae1c10d7-2870-4019-aff1-184741fc3d19,U0005,2025-07-19T07:33:22,page_view,web,desktop,macOS,,social,none,home,Contents,Tauranga,NZ
67e16cee-b913-4ecd-b40f-3b9cba1bd660,U0005,2025-07-19T07:36:01,login,web,desktop,macOS,,social,none,checkout,Motor,Tauranga,NZ
1e6a8216-eaf9-48cb-9da0-bfbfb6a7be1b,U0005,2025-07-19T07:36:08,page_view,web,desktop,macOS,,social,none,quote_details,Home,Tauranga,NZ
a03ca51d-7e33-4306-adcd-a28cc72e4ce9,U0005,2025-07-19T07:36:46,page_view,web,desktop,macOS,,social,none,checkout,Motor,Tauranga,NZ
1c3259da-64dd-458f-9299-52a89476475f,U0005,2025-07-19T07:39:48,page_view,web,desktop,macOS,,social,none,support,Contents,Tauranga,NZ
0de2e15e-770b-4f4e-988a-2c5afacb73b7,U0005,2025-07-19T07:41:45,login,web,desktop,macOS,,social,none,support,Motor,Tauranga,NZ
1fbb2d66-0e65-4708-a974-5581ad15321d,U0005,2025-07-20T08:42:20,app_open,app,phone,Android,2.9.3,social,none,support,Motor,Dunedin,NZ
1d2bf62e-c52e-4395-94c6-a2b9606972fe,U0005,2025-07-20T08:44:56,page_view,app,phone,Android,2.9.3,social,none,quote_start,Contents,Dunedin,NZ
d233123b-ccc5-4d6f-938b-2fbcaf574377,U0005,2025-07-20T08:49:30,support_click,app,phone,Android,2.9.3,social,none,home,Motor,Dunedin,NZ
1fcdc47f-c950-4273-9fff-ab1f3d1e0c57,U0005,2025-07-22T10:58:48,page_view,web,laptop,Windows,,paid_search,winter_sale,quote_submit,Contents,Auckland,NZ
21fe0701-55c1-4df0-a1c3-a774d7e2d789,U0005,2025-07-22T11:01:12,page_view,web,laptop,Windows,,paid_search,winter_sale,quote_submit,Motor,Auckland,NZ
8156759b-c340-4ef8-975d-c85d550b34e3,U0005,2025-07-22T11:06:01,page_view,web,laptop,Windows,,paid_search,winter_sale,support,Home,Auckland,NZ
e777e69e-3565-4e54-859e-a3dda62425f7,U0005,2025-07-22T11:06:53,support_click,web,laptop,Windows,,paid_search,winter_sale,home,Motor,Auckland,NZ
69b649ac-a1b6-4c41-b01f-5e8f2335b4c7,U0005,2025-07-22T11:10:04,support_click,web,laptop,Windows,,paid_search,winter_sale,checkout,Home,Auckland,NZ
8e7bceb9-e558-4209-a7e6-7ec2f90aa141,U0005,2025-07-23T11:14:07,app_open,app,tablet,iOS,2.9.3,direct,winter_sale,quote_submit,Motor,Auckland,NZ
7456f168-7f89-4d1a-a97f-b93f14a37fe6,U0005,2025-07-23T11:16:32,page_view,app,tablet,iOS,2.9.3,direct,winter_sale,checkout,Contents,Auckland,NZ
49950376-046c-44c9-bf29-96935b9fafab,U0005,2025-07-23T11:18:19,quote_start,app,tablet,iOS,2.9.3,direct,winter_sale,account,Motor,Auckland,NZ
5a559fb2-d10f-42d0-a424-f89ae24aab45,U0005,2025-07-23T11:20:20,login,app,tablet,iOS,2.9.3,direct,winter_sale,support,Motor,Auckland,NZ
302698dd-7ffa-4ff4-9f62-e1945c2023a9,U0005,2025-07-23T11:21:19,support_click,app,tablet,iOS,2.9.3,direct,winter_sale,support,Motor,Auckland,NZ
d35b9b9c-47cd-462c-b301-59ab5ba72e1e,U0005,2025-07-23T11:23:17,page_view,app,tablet,iOS,2.9.3,direct,winter_sale,account,Home,Auckland,NZ
b3d4ef46-f23e-4d46-ab85-71f1f71e2d45,U0005,2025-07-24T16:11:58,app_open,app,tablet,Android,2.9.3,email,none,account,Home,Tauranga,NZ
60cf733e-58cb-4b67-bad7-ad09ab4f9656,U0005,2025-07-24T16:13:15,page_view,app,tablet,Android,2.9.3,email,none,quote_start,Motor,Tauranga,NZ
7f4a6311-82be-4765-a194-aeb2a3b5fdb3,U0005,2025-07-24T16:14:42,page_view,app,tablet,Android,2.9.3,email,none,home,Motor,Tauranga,NZ
fcef879e-74ec-45df-b5ef-e193f526375e,U0005,2025-07-24T16:18:23,login,app,tablet,Android,2.9.3,email,none,checkout,Motor,Tauranga,NZ
2b13cd62-5815-447f-a1a8-f2e451b38c85,U0005,2025-07-24T16:19:58,login,app,tablet,Android,2.9.3,email,none,account,Contents,Tauranga,NZ
8c87a45f-26d7-452e-9810-1f0e16a8f854,U0005,2025-07-24T16:23:23,page_view,app,tablet,Android,2.9.3,email,none,quote_start,Home,Tauranga,NZ
45503aee-eaaa-4c7d-9d98-a4451982bb93,U0005,2025-07-28T17:57:33,app_open,app,tablet,Android,2.9.3,direct,none,quote_start,Motor,Wellington,NZ
8def169d-d75a-4789-b704-eee83b8e042a,U0005,2025-07-28T18:00:14,page_view,app,tablet,Android,2.9.3,direct,none,quote_details,Home,Wellington,NZ
9d3fa8e0-21f4-4c9f-a2e5-8cda25af9e9e,U0005,2025-07-30T07:28:59,page_view,web,desktop,Linux,,push,none,quote_start,Home,Christchurch,NZ
2dd6a2a4-293b-433b-af49-8f5f4fed37ae,U0005,2025-07-30T07:30:30,page_view,web,desktop,Linux,,push,none,checkout,Home,Christchurch,NZ
769b7a14-1f29-4be6-8721-612a5e8e5282,U0005,2025-07-30T07:32:01,quote_start,web,desktop,Linux,,push,none,account,Home,Christchurch,NZ
62fff99f-4807-4abd-94c8-10fcf62a58ea,U0005,2025-07-30T07:33:47,quote_details,web,desktop,Linux,,push,none,support,Motor,Christchurch,NZ
05cc9ebe-6d83-4fa1-9557-e860256ac019,U0005,2025-07-30T07:35:42,quote_submit,web,desktop,Linux,,push,none,checkout,Contents,Christchurch,NZ
2362b78f-b97d-4f45-9cf9-7d9eface29f5,U0005,2025-07-31T17:13:01,app_open,app,phone,Android,2.9.3,push,retargeting,checkout,Motor,Hamilton,NZ
53c14638-4bf8-41f2-9660-30fd69dc181a,U0005,2025-07-31T17:16:05,page_view,app,phone,Android,2.9.3,push,retargeting,checkout,Home,Hamilton,NZ
7a818617-823f-4b55-b68a-2906981d451a,U0005,2025-07-31T17:20:52,quote_start,app,phone,Android,2.9.3,push,retargeting,home,Motor,Hamilton,NZ
c4975a48-6033-4787-bdfd-4b0d9b3f7918,U0005,2025-08-05T10:37:11,app_open,app,phone,iOS,2.9.3,social,none,quote_submit,Home,Hamilton,NZ
b610545f-8a12-45a7-83fe-0efb472de356,U0005,2025-08-05T10:38:05,page_view,app,phone,iOS,2.9.3,social,none,support,Home,Hamilton,NZ
c4a8cc36-e1ed-43d4-b589-9ec4990e418f,U0005,2025-08-05T10:38:45,quote_start,app,phone,iOS,2.9.3,social,none,checkout,Contents,Hamilton,NZ
fac4ad99-c69b-47aa-a1ef-eeffcdf864bd,U0005,2025-08-05T10:41:52,quote_details,app,phone,iOS,2.9.3,social,none,support,Contents,Hamilton,NZ
bd28d8f3-a79a-4440-bbd0-29488d912e38,U0005,2025-08-09T20:02:05,app_open,app,tablet,Android,2.9.3,paid_search,winter_sale,checkout,Motor,Dunedin,NZ
8ff86976-4d99-47eb-9062-72256eed042e,U0005,2025-08-09T20:04:22,page_view,app,tablet,Android,2.9.3,paid_search,winter_sale,checkout,Motor,Dunedin,NZ
39e46735-dc56-4e3a-a2c4-58ea9b9d6752,U0005,2025-08-09T20:06:48,quote_start,app,tablet,Android,2.9.3,paid_search,winter_sale,support,Contents,Dunedin,NZ
32bc7c13-463c-4745-92e8-c24bba716f47,U0005,2025-08-09T20:09:01,quote_details,app,tablet,Android,2.9.3,paid_search,winter_sale,quote_submit,Motor,Dunedin,NZ
434c6a72-1989-4e2c-bfab-deafa852bdba,U0005,2025-08-09T20:13:37,support_click,app,tablet,Android,2.9.3,paid_search,winter_sale,checkout,Motor,Dunedin,NZ
9448772b-1525-43a3-b495-5e1341d061e5,U0005,2025-08-09T20:16:25,page_view,app,tablet,Android,2.9.3,paid_search,winter_sale,quote_details,Motor,Dunedin,NZ
861c8448-baf1-43da-b53f-451adc5d2758,U0005,2025-08-10T18:49:50,app_open,app,phone,Android,2.9.3,email,winter_sale,quote_submit,Contents,Hamilton,NZ
a31b4a11-da4f-45e8-b3a2-fb8018e54c48,U0005,2025-08-10T18:53:02,page_view,app,phone,Android,2.9.3,email,winter_sale,quote_submit,Motor,Hamilton,NZ
c35575a5-e7f2-41eb-a7e6-b70002ad348a,U0005,2025-08-10T18:55:00,login,app,phone,Android,2.9.3,email,winter_sale,account,Home,Hamilton,NZ
62400e1d-5e6e-48b2-b52d-a7c08f9145da,U0005,2025-08-10T18:57:54,page_view,app,phone,Android,2.9.3,email,winter_sale,checkout,Motor,Hamilton,NZ
a3e3a52d-1700-47a9-a04b-00a7301ee184,U0005,2025-08-10T19:00:24,login,app,phone,Android,2.9.3,email,winter_sale,account,Contents,Hamilton,NZ
5e1a9403-5a1e-4103-b1e0-6ea84bfb7744,U0005,2025-08-10T19:04:37,page_view,app,phone,Android,2.9.3,email,winter_sale,checkout,Motor,Hamilton,NZ
8555e302-93ae-4021-a575-332bebaed0f4,U0006,2025-08-07T14:38:13,app_open,app,tablet,Android,2.9.2,push,none,quote_submit,Motor,Hamilton,NZ
e0c6c607-72d7-499a-a832-8cb98fc6ace2,U0006,2025-08-07T14:38:55,page_view,app,tablet,Android,2.9.2,push,none,quote_submit,Contents,Hamilton,NZ
9060fc3b-d714-4d81-9d59-bab6848005a7,U0006,2025-08-07T14:41:21,quote_start,app,tablet,Android,2.9.2,push,none,home,Motor,Hamilton,NZ
53973528-36e3-4daa-9b26-3c8c911f5ee1,U0006,2025-08-07T14:44:54,quote_details,app,tablet,Android,2.9.2,push,none,checkout,Home,Hamilton,NZ
3935d74b-cbfe-4387-a4f6-61151e4056b8,U0006,2025-08-07T14:45:41,quote_submit,app,tablet,Android,2.9.2,push,none,quote_details,Home,Hamilton,NZ
6d9fecf8-2a7b-4f55-bf86-0312a7770bba,U0006,2025-08-07T14:47:04,support_click,app,tablet,Android,2.9.2,push,none,quote_details,Home,Hamilton,NZ
e1db2325-1999-4673-9021-bf723cf741bf,U0006,2025-08-10T11:00:46,app_open,app,phone,Android,2.9.2,push,retargeting,account,Home,Auckland,NZ
a1e04d26-f517-48df-b74d-76d9db84d86f,U0006,2025-08-10T11:03:44,page_view,app,phone,Android,2.9.2,push,retargeting,checkout,Motor,Auckland,NZ
aa8e9b85-dc9b-4d6e-acd3-dfbd694f5753,U0006,2025-08-10T11:05:30,login,app,phone,Android,2.9.2,push,retargeting,quote_details,Motor,Auckland,NZ
e3ad439d-97db-4286-b39a-0e41fa0faf66,U0006,2025-08-10T11:05:37,page_view,app,phone,Android,2.9.2,push,retargeting,quote_submit,Home,Auckland,NZ
09d40b68-b68a-453a-b28a-ebb77e964bb3,U0007,2025-07-30T12:03:51,app_open,app,tablet,Android,2.9.3,direct,winter_sale,quote_details,Motor,Wellington,NZ
6d3093ce-5d6c-4cd6-a0fe-9d1e8906b319,U0007,2025-07-30T12:04:46,page_view,app,tablet,Android,2.9.3,direct,winter_sale,quote_submit,Motor,Wellington,NZ
d1be5284-84c1-4afe-b10f-bf3d133cdda6,U0007,2025-07-30T12:08:29,quote_start,app,tablet,Android,2.9.3,direct,winter_sale,quote_details,Motor,Wellington,NZ
cffe34a2-9ca4-47a2-8988-e8e550f56b7c,U0007,2025-08-11T21:44:06,app_open,app,phone,Android,2.9.3,email,retargeting,quote_submit,Motor,Dunedin,NZ
aed04651-552c-4355-a672-15d865e8a6e1,U0007,2025-08-11T21:45:16,page_view,app,phone,Android,2.9.3,email,retargeting,quote_start,Home,Dunedin,NZ
bd5bb48a-2e55-41f3-aee6-a02aee1c5059,U0007,2025-08-11T21:48:42,quote_start,app,phone,Android,2.9.3,email,retargeting,account,Home,Dunedin,NZ
993cb448-4695-4858-8ab5-f2f75576f6a2,U0007,2025-08-11T21:52:43,quote_details,app,phone,Android,2.9.3,email,retargeting,quote_details,Motor,Dunedin,NZ
88e70693-4509-4c35-a088-0b5c3d9d235d,U0007,2025-08-11T21:56:53,support_click,app,phone,Android,2.9.3,email,retargeting,support,Motor,Dunedin,NZ
b44498c1-07fd-4151-8896-75760e1f1a64,U0007,2025-08-11T21:58:29,page_view,app,phone,Android,2.9.3,email,retargeting,quote_details,Motor,Dunedin,NZ
f467fc5c-3851-44b9-aa91-1f47c8d84ee6,U0007,2025-08-11T21:58:38,support_click,app,phone,Android,2.9.3,email,retargeting,quote_submit,Motor,Dunedin,NZ
c13c911c-ea45-4616-b6bd-7538b056cac6,U0007,2025-08-11T22:01:43,page_view,app,phone,Android,2.9.3,email,retargeting,home,Contents,Dunedin,NZ
757b6898-1668-4a58-850e-353a5e530c65,U0008,2025-08-12T20:48:49,app_open,app,phone,iOS,2.6.0,direct,retargeting,account,Motor,Auckland,NZ
66fa41b4-8582-41d6-802b-adeffd918062,U0008,2025-08-12T20:49:38,page_view,app,phone,iOS,2.6.0,direct,retargeting,checkout,Motor,Auckland,NZ
b54356ec-04f3-476c-a960-3ab7a4a6a382,U0008,2025-08-12T20:54:31,quote_start,app,phone,iOS,2.6.0,direct,retargeting,home,Motor,Auckland,NZ
d984ea5e-52ac-4614-9ee5-8e8b1dae1c30,U0008,2025-08-12T20:58:45,quote_details,app,phone,iOS,2.6.0,direct,retargeting,quote_submit,Motor,Auckland,NZ
168db780-73ab-48bb-a6c0-6b9d5a16c6f9,U0008,2025-08-12T21:00:53,quote_submit,app,phone,iOS,2.6.0,direct,retargeting,account,Motor,Auckland,NZ
6bfe8539-85d1-447c-a903-b2209b6d382d,U0008,2025-08-12T21:01:22,support_click,app,phone,iOS,2.6.0,direct,retargeting,support,Motor,Auckland,NZ
c7550bb2-45e0-4a38-9d93-2749ec467f3d,U0008,2025-08-12T21:03:57,login,app,phone,iOS,2.6.0,direct,retargeting,account,Motor,Auckland,NZ
19af3a55-e5cb-462f-8cff-e661c221d109,U0009,2025-08-11T19:42:33,app_open,app,tablet,Android,2.7.0,email,none,quote_start,Home,Dunedin,NZ
17a61839-fd08-4d47-8ab8-9da974677c6e,U0009,2025-08-11T19:44:23,page_view,app,tablet,Android,2.7.0,email,none,quote_start,Motor,Dunedin,NZ
b916f319-b86f-49e3-ae60-8c74f7cb25df,U0009,2025-08-11T19:46:15,quote_start,app,tablet,Android,2.7.0,email,none,account,Motor,Dunedin,NZ
8d4755be-1ce9-4482-b7b5-0bd6df1152ef,U0010,2025-08-01T12:03:30,app_open,app,tablet,iOS,2.8.0,email,retargeting,support,Motor,Dunedin,NZ
30b2bcbe-0fbf-416b-82b1-9c8f7d51956e,U0010,2025-08-01T12:04:07,page_view,app,tablet,iOS,2.8.0,email,retargeting,support,Contents,Dunedin,NZ
daf54221-6f54-4949-b88c-7514a487d7ea,U0010,2025-08-01T12:07:48,login,app,tablet,iOS,2.8.0,email,retargeting,quote_details,Contents,Dunedin,NZ
de5ba740-91da-418d-9878-3517ab53d19e,U0010,2025-08-01T12:10:03,page_view,app,tablet,iOS,2.8.0,email,retargeting,account,Motor,Dunedin,NZ
f2b007c0-88f5-4ab1-805d-db921dc4c57c,U0010,2025-08-01T12:11:06,login,app,tablet,iOS,2.8.0,email,retargeting,home,Home,Dunedin,NZ
648bb2be-0ba9-41aa-a21a-adcca2bd686c,U0010,2025-08-01T12:14:30,login,app,tablet,iOS,2.8.0,email,retargeting,quote_start,Motor,Dunedin,NZ
4c0fc258-60b1-4ebb-b42f-a885e66986fe,U0010,2025-08-01T12:16:44,login,app,tablet,iOS,2.8.0,email,retargeting,account,Contents,Dunedin,NZ
26ee0d9a-cf04-42ca-9ca6-a9dfce3fa717,U0010,2025-08-07T09:49:49,app_open,app,phone,Android,2.8.0,direct,none,quote_start,Motor,Dunedin,NZ
b8261f01-bb9c-4c96-984b-ab6d7e85d615,U0010,2025-08-07T09:51:31,page_view,app,phone,Android,2.8.0,direct,none,home,Home,Dunedin,NZ
981bb52d-926b-415d-a230-4996b4311aa8,U0010,2025-08-07T09:52:10,quote_start,app,phone,Android,2.8.0,direct,none,support,Home,Dunedin,NZ
5f7b12d4-2610-4ea7-86a1-f47cfe35fe16,U0010,2025-08-10T10:55:10,app_open,app,tablet,Android,2.8.0,push,winter_sale,account,Motor,Auckland,NZ
d460f0e4-1447-40a9-aefc-222be5aab84e,U0010,2025-08-10T10:57:23,page_view,app,tablet,Android,2.8.0,push,winter_sale,home,Contents,Auckland,NZ
3ce750a8-3405-496b-a5b1-8fa412c6e127,U0010,2025-08-10T10:58:53,quote_start,app,tablet,Android,2.8.0,push,winter_sale,quote_start,Home,Auckland,NZ
166a8eca-c788-40b1-91fa-b8483cac1deb,U0010,2025-08-10T11:03:49,quote_details,app,tablet,Android,2.8.0,push,winter_sale,account,Contents,Auckland,NZ
6e6b2052-2287-4290-827f-0f842c922671,U0010,2025-08-10T11:05:55,quote_submit,app,tablet,Android,2.8.0,push,winter_sale,account,Motor,Auckland,NZ
59db23d6-b67c-4bd7-b145-bd7b8ac8a4db,U0010,2025-08-10T11:06:59,login,app,tablet,Android,2.8.0,push,winter_sale,support,Motor,Auckland,NZ
7e787248-de34-4d67-90b9-8611a5701c0c,U0011,2025-08-10T08:51:38,page_view,web,desktop,macOS,,push,none,account,Motor,Dunedin,NZ
d7b29c82-93ce-4e9f-8125-03347f3eb5a0,U0011,2025-08-10T08:51:49,page_view,web,desktop,macOS,,push,none,checkout,Contents,Dunedin,NZ
4a991888-fa1e-4512-aabc-3e19008e5bce,U0011,2025-08-12T08:41:18,app_open,app,tablet,Android,2.8.0,email,none,quote_details,Motor,Tauranga,NZ
a2d2d709-05af-4791-8a7d-6da3a9f2a71a,U0011,2025-08-12T08:43:47,page_view,app,tablet,Android,2.8.0,email,none,quote_details,Contents,Tauranga,NZ
f98c1749-72f7-4004-8522-7ed442f83927,U0011,2025-08-12T08:44:26,quote_start,app,tablet,Android,2.8.0,email,none,account,Motor,Tauranga,NZ
1f279a08-7c41-4fd2-9001-6ca2231c8635,U0011,2025-08-12T08:48:05,login,app,tablet,Android,2.8.0,email,none,checkout,Motor,Tauranga,NZ
2a31054c-38ac-469c-b9e2-45ceeebfe9c1,U0011,2025-08-12T08:51:36,login,app,tablet,Android,2.8.0,email,none,home,Motor,Tauranga,NZ
c92d1b3a-501f-4c65-a2d3-39191a5f283e,U0011,2025-08-12T08:53:21,login,app,tablet,Android,2.8.0,email,none,quote_submit,Motor,Tauranga,NZ
c333cad4-ff46-4852-b531-475718f66dc7,U0011,2025-08-12T08:55:35,login,app,tablet,Android,2.8.0,email,none,checkout,Home,Tauranga,NZ
82cc9869-136a-4654-b41e-08cfc5ca937e,U0011,2025-08-12T08:57:22,support_click,app,tablet,Android,2.8.0,email,none,home,Motor,Tauranga,NZ
2af3a13d-c1a1-4d30-9528-0406022f390f,U0012,2025-07-29T13:32:06,page_view,web,laptop,Linux,,direct,none,quote_details,Motor,Auckland,NZ
f5117de3-02fa-4ffd-9651-a702389319d0,U0012,2025-07-29T13:32:32,page_view,web,laptop,Linux,,direct,none,quote_start,Contents,Auckland,NZ
5755b585-3afa-4769-9917-1a737597bd2c,U0012,2025-07-29T13:36:03,quote_start,web,laptop,Linux,,direct,none,quote_details,Home,Auckland,NZ
fea587a9-c05d-439f-9c82-14e144450218,U0012,2025-07-29T13:36:21,page_view,web,laptop,Linux,,direct,none,quote_details,Motor,Auckland,NZ
3d2af79c-6601-4a75-8432-a06123503e59,U0012,2025-07-29T13:40:33,support_click,web,laptop,Linux,,direct,none,quote_details,Motor,Auckland,NZ
d0fe6c21-8ede-422b-9d73-f78139f7d876,U0012,2025-07-29T13:40:59,page_view,web,laptop,Linux,,direct,none,support,Motor,Auckland,NZ
082e7403-28de-4c16-92b3-a5f9ce09cfdc,U0012,2025-08-02T22:25:41,app_open,app,phone,iOS,2.6.3,social,winter_sale,account,Home,Dunedin,NZ
86f30c3f-8dce-42bf-9d2f-2e7073a02e3c,U0012,2025-08-02T22:29:13,page_view,app,phone,iOS,2.6.3,social,winter_sale,account,Motor,Dunedin,NZ
47891892-5559-4d6a-9504-ede95a1d466d,U0012,2025-08-02T22:33:59,quote_start,app,phone,iOS,2.6.3,social,winter_sale,home,Motor,Dunedin,NZ
e5d9effd-dd1a-4d19-bb9c-c7fa785143f5,U0012,2025-08-02T22:38:46,page_view,app,phone,iOS,2.6.3,social,winter_sale,quote_details,Motor,Dunedin,NZ
207022c9-d891-40cb-bfd4-f4c88205af36,U0012,2025-08-02T22:40:05,login,app,phone,iOS,2.6.3,social,winter_sale,quote_details,Motor,Dunedin,NZ
60069a02-8baf-40f3-bcc7-fc41f11bdee7,U0012,2025-08-02T22:43:20,page_view,app,phone,iOS,2.6.3,social,winter_sale,account,Motor,Dunedin,NZ
ff9623ea-09b6-4829-ac7b-f3b096216655,U0012,2025-08-02T22:45:15,page_view,app,phone,iOS,2.6.3,social,winter_sale,account,Motor,Dunedin,NZ
afd3e5c9-6ec7-4e8d-9ee6-f7823d573e06,U0012,2025-08-03T13:15:41,page_view,web,desktop,macOS,,direct,none,checkout,Motor,Hamilton,NZ
342a6c2c-c13c-4824-9352-29ffbebeef36,U0012,2025-08-03T13:19:49,page_view,web,desktop,macOS,,direct,none,quote_details,Motor,Hamilton,NZ
4d6da70b-b842-445b-9e0e-0d0fe5f6718e,U0012,2025-08-04T17:59:25,app_open,app,phone,iOS,2.6.3,direct,none,quote_details,Contents,Wellington,NZ
2b9f4026-08cc-4546-ab2c-f2e09b5a744c,U0012,2025-08-04T18:02:11,page_view,app,phone,iOS,2.6.3,direct,none,account,Motor,Wellington,NZ
